source,target,weight,source_community,target_community
mysql,css,24.71031260188158,2,2
mysql,html,80.89104614147385,2,2
mysql,javascript,22.320432253935472,2,2
mysql,laravel,28.403647769064776,2,2
mysql,mongodb,26.04945930410044,2,5
mysql,php,25.22293164314289,2,2
mysql,postgresql,25.613903617043626,2,5
css,angularjs,80.4485421720991,2,2
css,bootstrap,26.748821548289044,2,2
css,photoshop,30.728425581793207,2,2
css,html,25.185135956324604,2,2
css,javascript,62.167895042923824,2,2
css,html5,45.91465123552504,2,2
css,twitter-bootstrap,24.673147548722167,2,2
css,less,22.14448701181891,2,2
css,wordpress,38.95749217569616,2,2
css,sass,25.000233473145794,2,2
css,php,29.299880033528957,2,2
php,html,27.71554342863794,2,2
php,html5,30.144660032562147,2,2
php,javascript,80.89104614147385,2,2
php,laravel,23.201095658265963,2,2
php,wordpress,24.301045666206715,2,2
javascript,angularjs,21.31860679884144,2,2
javascript,html,22.596885929311604,2,2
javascript,html5,26.729771309673534,2,2
javascript,twitter-bootstrap,31.658709317460826,2,2
javascript,node.js,37.40149646160739,2,5
javascript,reactjs,23.19190040565183,2,5
javascript,sass,25.13313076574851,2,2
json,rest,26.61371372468893,13,13
json,xml,27.010622489444646,13,13
cloud,amazon-web-services,20.85572142496804,3,3
amazon-web-services,devops,66.67420569975171,3,3
amazon-web-services,docker,126.57112712972764,3,3
devops,docker,75.53660009612221,3,3
devops,jenkins,87.13826986156899,3,3
docker,go,24.71031260188158,3,3
docker,jenkins,31.56405510257182,3,3
ios,android,25.340535324481124,6,6
ios,swift,31.264824668848835,6,6
ios,osx,22.210413043130057,6,10
ios,objective-c,40.96336126549837,6,6
ios,iphone,51.447604909108925,6,6
ios,xcode,24.98353120101788,6,6
android,android-studio,24.554202817668248,6,6
android,java,23.602587607535277,6,13
java,c,49.90594295368325,13,4
java,c++,42.33664313992495,13,4
java,hibernate,22.48925264318247,13,13
java,spring,32.198071014100535,13,13
java,jsp,28.375405907346195,13,13
java,java-ee,24.554202817668248,13,13
java,spring-mvc,26.52860759980952,13,13
typescript,angular,24.9192961821526,8,8
typescript,angular2,25.314659453818305,8,8
angular2,angularjs,29.349098676116647,8,2
angularjs,ionic-framework,20.22800685545149,2,2
angularjs,reactjs,28.403647769064776,2,5
angularjs,mongodb,24.37090250532431,2,5
angularjs,sass,24.228201856682706,2,2
angularjs,twitter-bootstrap,48.1136690894626,2,2
angularjs,express,32.62377908692168,2,5
angularjs,node.js,54.00592956009751,2,5
angularjs,asp.net-web-api,32.81595165036012,2,0
angularjs,html5,31.18349509959109,2,2
reactjs,express,30.728425581793207,5,5
reactjs,mongodb,45.26074988295236,5,5
reactjs,node.js,54.50523562629742,5,5
reactjs,react-native,49.61621727834464,5,5
reactjs,sass,54.50523562629742,5,2
reactjs,redux,31.924272588963444,5,5
mongodb,elasticsearch,21.543458417676824,5,5
mongodb,express,24.43382880528071,5,5
mongodb,node.js,58.829076622959285,5,5
mongodb,postgresql,48.76806081178149,5,5
mongodb,redis,25.251371861419308,5,5
sass,html,42.33664313992495,2,2
sass,html5,23.075440145975143,2,2
sass,less,56.20246391729147,2,2
sass,twitter-bootstrap,27.09695712998492,2,2
twitter-bootstrap,html5,27.70879277472438,2,2
express,redux,56.20246391729147,5,5
express,node.js,28.375405907346195,5,5
node.js,react-native,21.62593446217338,5,5
node.js,redux,59.82678558413366,5,5
html5,wordpress,22.757440009799737,2,2
html5,less,39.4069459855106,2,2
html5,twitter-bootstrap-3,32.52356510452292,2,2
nginx,apache,30.232903706376277,10,10
nginx,linux,34.100052024791246,10,10
nginx,redis,21.646667877763228,10,5
apache,linux,21.210956925188103,10,10
linux,bash,64.10989821309226,10,10
linux,git,39.90817378554484,10,10
linux,unix,103.26828446355265,10,10
linux,osx,21.35568889023083,10,10
linux,ubuntu,59.75548884052987,10,10
linux,shell,45.66104087971069,10,10
linux,windows,126.57112712972764,10,10
linux,python,23.639529235488705,10,4
scala,apache-spark,44.23362023021944,12,12
scala,hadoop,32.350506919162136,12,12
scala,haskell,22.2164407540198,12,12
apache-spark,hadoop,47.00636375705097,12,12
rest,api,23.082664020750425,13,13
rest,hibernate,20.92318766828214,13,13
rest,spring,22.16103641345508,13,13
rest,web-services,47.49277338891457,13,13
sql,oracle,87.13826986156899,0,0
sql,plsql,26.230983374393585,0,0
bash,shell,32.070376656092115,10,10
bash,git,29.840445766924983,10,10
git,jenkins,39.77803622570551,10,3
git,github,87.21964246099864,10,10
c++,c,30.341581071883272,4,4
c++,qt,78.75928046651394,4,4
c++,python,57.15857405623158,4,4
c,python,46.36509077387072,4,4
c,embedded,36.02337467321895,4,4
python,django,34.71286507120063,4,4
python,flask,57.15857405623158,4,4
python,machine-learning,47.97788760375011,4,4
python,r,43.954259225314345,4,4
laravel,vue.js,23.201095658265963,2,2
wordpress,drupal,21.619803035260286,2,2
jenkins,maven,25.11618282046237,3,13
django,flask,50.984730766476574,4,4
django,postgresql,32.52356510452292,4,5
postgresql,redis,26.04945930410044,5,5
postgresql,ruby-on-rails,25.041214810765112,5,5
postgresql,ruby,39.812105148516856,5,5
maven,eclipse,39.90817378554484,13,13
maven,hibernate,27.964591852574834,13,13
maven,spring-mvc,25.11618282046237,13,13
maven,spring,57.84183152642191,13,13
redis,elasticsearch,20.23882304372428,5,5
vba,excel,42.73172932305638,7,7
vba,excel-vba,22.91619071652686,7,7
excel,excel-vba,39.37662666227728,7,7
redux,react-native,47.3281575555596,5,5
jsp,hibernate,24.39914442262329,13,13
jsp,spring-mvc,33.56735910485145,13,13
jsp,spring,75.53660009612221,13,13
hibernate,spring-boot,59.75548884052987,13,13
hibernate,web-services,23.782469883653217,13,13
hibernate,spring-mvc,47.00636375705097,13,13
hibernate,java-ee,23.075440145975143,13,13
hibernate,spring,23.602587607535277,13,13
spring-boot,spring,33.47708077913068,13,13
spring-boot,spring-mvc,26.52860759980952,13,13
web-services,spring,20.62957734085586,13,13
spring-mvc,java-ee,44.23362023021944,13,13
spring-mvc,spring,28.87017059988903,13,13
java-ee,spring,24.68172813218768,13,13
swift,iphone,28.723178220098205,6,6
swift,objective-c,46.619090898232265,6,6
swift,xcode,66.67420569975171,6,6
osx,objective-c,47.49277338891457,10,6
osx,windows,50.56672861589973,10,10
objective-c,iphone,36.79192549817867,6,6
objective-c,xcode,35.71297781108102,6,6
iphone,xcode,30.34794743352026,6,6
windows,powershell,21.153243249312748,10,10
machine-learning,r,57.84183152642191,4,4
r,matlab,26.729771309673534,4,4
oracle,plsql,22.40615464900445,0,0
regex,perl,25.049498396111403,9,9
ruby-on-rails,ruby,20.62957734085586,5,5
testing,selenium,42.721668458812765,11,11
