source,target,weight,source_community,target_community
31,87,20.22800685545149,31,20
31,29,48.76806081178149,31,41
31,30,58.65780661217398,31,41
31,93,22.85555700027764,31,20
31,76,33.554731128787694,31,20
25,0,23.639529235488705,41,41
25,8,32.070376656092115,41,41
25,24,60.5459411279876,41,41
25,70,20.18548801090922,41,31
70,8,26.230983374393585,31,41
29,16,21.543458417676824,41,41
29,30,58.829076622959285,41,41
30,22,22.16325031188543,41,41
30,16,23.40192325369395,41,41
8,59,22.2164407540198,41,31
8,24,20.92318766828214,41,41
8,108,22.16103641345508,41,41
50,49,48.583173464083416,41,41
50,64,21.080478447912995,41,20
50,76,27.473141406934243,41,20
49,64,28.16821301315872,41,20
64,63,38.88811575032741,20,11
64,34,27.70879277472438,20,11
64,95,25.357412874239948,20,20
64,81,23.41281493970028,20,20
64,85,29.894342585346926,20,20
64,101,21.131792917374074,20,20
64,84,29.945400773839896,20,20
64,46,21.17036044400364,20,20
43,27,50.79184563415286,44,44
43,26,21.62593446217338,44,44
43,106,22.757440009799737,44,44
27,26,59.82678558413366,44,44
72,107,22.175589109335288,20,20
72,2,21.646667877763228,20,11
72,3,26.11759862631264,20,11
72,71,33.69066907565828,20,20
94,55,21.82760476470736,41,41
94,54,22.717442387504864,41,41
63,101,24.71706557378606,11,20
63,34,27.09695712998492,11,11
34,77,23.075440145975143,11,11
34,33,56.20246391729147,11,20
10,9,80.89104614147385,20,11
10,83,30.144660032562147,20,11
10,46,24.301045666206715,20,20
9,46,22.320432253935472,11,20
9,90,28.403647769064776,11,20
46,45,49.90594295368325,20,31
46,58,25.251371861419308,20,31
46,82,30.27077436735024,20,31
46,89,28.53574785327096,20,31
53,88,28.79989665496036,31,31
59,100,24.9192961821526,31,31
77,61,33.47708077913068,11,11
45,58,42.33664313992495,31,31
45,93,22.48925264318247,31,20
93,76,26.28018174137368,20,20
93,5,25.69011032907274,20,41
93,4,21.79517505760149,20,20
61,96,25.314659453818305,11,11
61,2,34.100052024791246,11,11
61,20,24.933802259856545,11,11
61,3,39.53022984092444,11,11
76,87,29.349098676116647,20,20
47,35,45.26074988295236,78,78
47,36,49.61621727834464,78,78
35,36,54.50523562629742,78,78
16,22,25.480581476491025,41,41
62,2,39.4069459855106,11,11
62,20,24.06449025192885,11,11
62,3,30.61333985121873,11,11
2,23,30.232903706376277,11,20
2,71,21.210956925188103,11,20
2,20,64.10989821309226,11,11
2,60,39.90817378554484,11,20
2,3,103.26828446355265,11,11
23,3,57.04039265671136,20,11
23,20,60.61682620955685,20,11
71,3,20.16560629687762,20,11
20,60,27.964591852574834,11,20
20,3,63.33021731315284,11,11
60,3,39.812105148516856,20,11
7,32,36.02337467321895,20,20
7,13,79.08853577916759,20,20
7,48,48.62033486702057,20,20
81,13,24.763189829170084,20,20
81,84,20.860246776482484,20,20
13,32,47.97788760375011,20,20
13,48,43.41882511710604,20,20
32,48,34.71286507120063,20,20
84,113,20.24069060325144,20,20
82,89,23.21869703965049,31,31
89,114,20.021932698311588,31,31
55,54,45.06151433906438,41,41
109,110,21.364077886249937,108,108
5,4,95.36131071220332,41,20
73,74,33.685943095200074,113,113
