source,target,weight,source_community,target_community
linux,bash,64.10989821309226,4,4
linux,git,39.90817378554484,4,4
linux,unix,103.26828446355265,4,4
linux,osx,21.35568889023083,4,6
linux,ubuntu,59.75548884052987,4,4
linux,shell,45.66104087971069,4,4
linux,windows,126.57112712972764,4,4
linux,python,23.639529235488705,4,5
scala,apache-spark,44.23362023021944,8,8
scala,hadoop,32.350506919162136,8,8
scala,haskell,22.2164407540198,8,8
apache-spark,hadoop,47.00636375705097,8,8
rest,api,23.082664020750425,3,3
rest,hibernate,20.92318766828214,3,3
rest,spring,22.16103641345508,3,3
rest,web-services,47.49277338891457,3,3
sql,oracle,87.13826986156899,1,1
sql,plsql,26.230983374393585,1,1
bash,shell,32.070376656092115,4,4
bash,git,29.840445766924983,4,4
git,jenkins,39.77803622570551,4,7
git,github,87.21964246099864,4,4
c++,c,30.341581071883272,5,5
c++,qt,78.75928046651394,5,5
c++,python,57.15857405623158,5,5
c,python,46.36509077387072,5,5
c,embedded,36.02337467321895,5,5
python,django,34.71286507120063,5,5
python,flask,57.15857405623158,5,5
python,machine-learning,47.97788760375011,5,5
python,r,43.954259225314345,5,5
laravel,vue.js,23.201095658265963,0,0
wordpress,drupal,21.619803035260286,0,0
jenkins,maven,25.11618282046237,7,3
django,flask,50.984730766476574,5,5
django,postgresql,32.52356510452292,5,2
postgresql,redis,26.04945930410044,2,2
postgresql,ruby-on-rails,25.041214810765112,2,2
postgresql,ruby,39.812105148516856,2,2
maven,eclipse,39.90817378554484,3,3
maven,hibernate,27.964591852574834,3,3
maven,spring-mvc,25.11618282046237,3,3
maven,spring,57.84183152642191,3,3
redis,elasticsearch,20.23882304372428,2,2
vba,excel,42.73172932305638,9,9
vba,excel-vba,22.91619071652686,9,9
excel,excel-vba,39.37662666227728,9,9
redux,react-native,47.3281575555596,2,2
jsp,hibernate,24.39914442262329,3,3
jsp,spring-mvc,33.56735910485145,3,3
jsp,spring,75.53660009612221,3,3
hibernate,spring-boot,59.75548884052987,3,3
hibernate,web-services,23.782469883653217,3,3
hibernate,spring-mvc,47.00636375705097,3,3
hibernate,java-ee,23.075440145975143,3,3
hibernate,spring,23.602587607535277,3,3
spring-boot,spring,33.47708077913068,3,3
spring-boot,spring-mvc,26.52860759980952,3,3
web-services,spring,20.62957734085586,3,3
spring-mvc,java-ee,44.23362023021944,3,3
spring-mvc,spring,28.87017059988903,3,3
java-ee,spring,24.68172813218768,3,3
swift,iphone,28.723178220098205,6,6
swift,objective-c,46.619090898232265,6,6
swift,xcode,66.67420569975171,6,6
osx,objective-c,47.49277338891457,6,6
osx,windows,50.56672861589973,6,4
objective-c,iphone,36.79192549817867,6,6
objective-c,xcode,35.71297781108102,6,6
iphone,xcode,30.34794743352026,6,6
windows,powershell,21.153243249312748,4,4
machine-learning,r,57.84183152642191,5,5
r,matlab,26.729771309673534,5,5
oracle,plsql,22.40615464900445,1,1
regex,perl,25.049498396111403,11,11
ruby-on-rails,ruby,20.62957734085586,2,2
testing,selenium,42.721668458812765,12,12
